message
"{""schema"":null,""payload"":""<189>Oct 18 2024 07:45:29 GPN-0004_CHB-CR_M14-01 %%01SSH/5/SSH_USER_LOGIN_FAIL(s):CID=0x80930446;The SSH user failed to login. (ServiceType=**, FailedReason=TCP disconnect from client, UserName=Could not extract user name, UserAddress=172.31.252.129, LocalAddress=172.31.0.5, VPNInstanceName=_public_)""}"
"{""schema"":null,""payload"":""<189>Oct 18 2024 07:45:29 GPN-0004_CHB-CR_M14-01 %%01SSH/5/SSH_USER_LOGIN_FAIL(s):CID=0x80930446;The SSH user failed to login. (ServiceType=**, FailedReason=TCP disconnect from client, UserName=Could not extract user name, UserAddress=172.31.252.129, LocalAddress=172.31.0.5, VPNInstanceName=_public_)""}"
"{""schema"":null,""payload"":""<188>Oct 18 2024 07:45:31 GPN-0631_MOH-EKA-LAB_AR12-01 %%01LLDP/4/BAD_PACKET(l)[46609]:1 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/1.""}"
"{""schema"":null,""payload"":""<188>Oct 18 2024 07:45:30 GPN-0159_LEN-CLI_AR12-01 LINE/4/USERLOGINFAIL:OID 1.3.6.1.4.1.2011.5.25.207.2.3 A user login fail. (UserIndex=0, UserName=Console, UserIP=Console0, UserChannel=CON0) ""}"
"{""schema"":null,""payload"":""<189>Oct 18 2024 07:45:30 GPN-0159_LEN-CLI_AR12-01 %%01SHELL/5/CMDRECORD(l)[168710]:Record command information. (Task=Co0, Ip=**, User=**, Command=\""log on fail\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<188>2024-10-18 07:45:31 GPN-0041_CHA-MAX-HOS_AR12-01 %%01INFO/4/SUPPRESS_LOG(l)[54519]:Last message repeated 3 times.(InfoID=3247640584, ModuleName=LLDP, InfoAlias=BAD_PACKET) ""}"
"{""schema"":null,""payload"":""<188>2024-10-18 07:45:31 GPN-0041_CHA-MAX-HOS_AR12-01 %%01DEFD/4/CPCAR_DROP_MPU(l)[54520]:Some packets are dropped by cpcar on the MPU. (Packet-type=ttl-expired, Drop-Count=1940)""}"
"{""schema"":null,""payload"":""<188>Oct 18 2024 07:45:31 GPN-0632_KAG-DLTC_AR12-01 %%01INFO/4/SUPPRESS_LOG(l)[871]:Last message repeated 5 times.(InfoID=3497857038, ModuleName=NTP, InfoAlias=PACKET_LENGTH_WRONG) ""}"
"{""schema"":null,""payload"":""<189>Oct 18 2024 07:45:31 GBN-0002_GST-CR_M14-02 %%01SSH/5/SSH_USER_LOGIN_FAIL_SCHD(l):CID=0x80930446;Failed to login through SSH 1 time(s) in last 1 minute(s).""}"
"{""schema"":null,""payload"":""<188>Oct 18 2024 07:45:31 GPN-0632_KAG-DLTC_AR12-01 %%01NTP/4/PACKET_LENGTH_WRONG(l)[872]:The received NTP packet is longer than or shorter than a valid packet. (RcvLen=8)""}"
"{""schema"":null,""payload"":""<190>Oct 18 2024 16:13:20 GPN-1633_MAM-COM-SCH_AR22-01 %%01SECE/6/ARPMISS(l)[8563]:Attack occurred.(AttackType=Arp Miss Attack, SourceInterface=GigabitEthernet0/0/1, SourceIP=10.211.200.176, AttackPackets=6 packets per second)""}"
"{""schema"":null,""payload"":""<188>Oct 18 2024 07:45:33 GPN-0231_BOI-EDU_AR12-01 LINE/4/USERLOGINFAIL:OID 1.3.6.1.4.1.2011.5.25.207.2.3 A user login fail. (UserIndex=0, UserName=Console, UserIP=Console0, UserChannel=CON0) ""}"
"{""schema"":null,""payload"":""<189>Oct 18 2024 07:45:33 GPN-0231_BOI-EDU_AR12-01 %%01SHELL/5/CMDRECORD(l)[211438]:Record command information. (Task=Co0, Ip=**, User=**, Command=\""log on fail\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<188>Oct 18 2024 07:45:34 GPN-0632_KAG-DLTC_AR12-01 %%01INFO/4/SUPPRESS_LOG(l)[873]:Last message repeated 3 times.(InfoID=3497857038, ModuleName=NTP, InfoAlias=PACKET_LENGTH_WRONG) ""}"
"{""schema"":null,""payload"":""<188>Oct 18 2024 07:45:34 GPN-0632_KAG-DLTC_AR12-01 %%01NTP/4/PACKET_LENGTH_WRONG(l)[874]:The received NTP packet is longer than or shorter than a valid packet. (RcvLen=133)""}"
"{""schema"":null,""payload"":""<188>Oct 18 2024 07:45:35 GPN-0632_KAG-DLTC_AR12-01 %%01NTP/4/PACKET_LENGTH_WRONG(l)[875]:The received NTP packet is longer than or shorter than a valid packet. (RcvLen=8)""}"
