message
"{""schema"":null,""payload"":""<187>Oct 21 2024 10:59:03 GBN-0007_SED-CR_M14-02 %%01OSPF/3/RCV_ERR_PACKET(l):CID=0x808305aa;OSPFv2 received error packet and dropped it.(ProcessId=7, PktType=4, ErrPktCnt=213, LocalComp=0x808305aa, PeerComp=0x808205ae, IfName=GigabitEthernet0/5/0.7, AreaId=0.0.0.0, ErrPktReason=The packet type does not match the neighbor status)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:04 GPN-1325_MPO-SEC-SCH_AR12-01 %%01INFO/4/SUPPRESS_LOG(l)[10932]:Last message repeated 11 times.(InfoID=3247640584, ModuleName=LLDP, InfoAlias=BAD_PACKET) ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:04 GPN-0870_FAN-NHL-CLI_AR12-01 %%01LLDP/4/BAD_PACKET(l)[391]:2 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/1.""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:05 GPN-0200_BEN-ROA-TRA_AR12-01 LINE/4/USERLOGINFAIL:OID 1.3.6.1.4.1.2011.5.25.207.2.3 A user login fail. (UserIndex=0, UserName=Console, UserIP=Console0, UserChannel=CON0) ""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:05 GPN-0200_BEN-ROA-TRA_AR12-01 %%01SHELL/5/CMDRECORD(l)[6210]:Record command information. (Task=Co0, Ip=**, User=**, Command=\""log on fail\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:05 GPN-0485_CHB-DID_AR12-01 %%01CM/5/USER_ACCESSRESULT(s)[1276]:[USER_INFO_AUTHENTICATION]DEVICEMAC:24-9e-ab-a6-49-95;DEVICENAME:GPN-0485_CHB-DID_AR12-01;USER:soc_admin;MAC:ff-ff-ff-ff-ff-ff;TIME:1729508345;ZONE:UTC+0200;DAYLIGHT:false;ERRCODE:255;RESULT:success;""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:05 GPN-0485_CHB-DID_AR12-01 LINE/4/USERLOGIN:OID 1.3.6.1.4.1.2011.5.25.207.2.2 A user login. (UserIndex=130, UserName=soc_admin, UserIP=10.255.253.18, UserChannel=VTY1) ""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:05 GPN-0485_CHB-DID_AR12-01 %%01SHELL/5/CMDRECORD(l)[1277]:Record command information. (Task=vt1, Ip=10.255.253.18, User=soc_admin, Command=\""log on (ssh user)\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:06 GPN-0231_BOI-EDU_AR12-01 LINE/4/USERLOGINFAIL:OID 1.3.6.1.4.1.2011.5.25.207.2.3 A user login fail. (UserIndex=0, UserName=Console, UserIP=Console0, UserChannel=CON0) ""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:06 GPN-0231_BOI-EDU_AR12-01 %%01SHELL/5/CMDRECORD(l)[229349]:Record command information. (Task=Co0, Ip=**, User=**, Command=\""log on fail\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:07 GPN-0485_CHB-DID_AR12-01 ARP/4/ARP_IPCONFLICT_TRAP:OID 1.3.6.1.4.1.2011.5.25.123.2.6 ARP detects IP conflict. (IP address=10.90.121.34, Local interface=GigabitEthernet0/0/1, Local MAC=a4b4-3911-cfc0, Local vlan=0, Local CE vlan=0, Receive interface=GigabitEthernet0/0/1, Receive MAC=0000-5e00-0101, Receive vlan=0, Receive CE vlan=0, IP conflict type=Remote IP conflict). ""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:08 GPN-0485_CHB-DID_AR12-01 %%01SHELL/5/CMDRECORD(l)[1278]:Record command information. (Task=vt1, Ip=10.255.253.18, User=soc_admin, Command=\""display arp all\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:08 GBN-0007_SED-CR_M14-02 %%01OSPF/4/ospfIfConfigError(t):CID=0x808205ae-OID=1.3.6.1.2.1.14.16.2.4;A packet is received on the non-virtual interface from a router whose configuration conflicts with the local configuration. (RouterId=10.0.0.50, IfIpAddress=10.0.0.50, AddressLessIf=0, PacketSrc=10.0.0.14, ConfigErrorType=7, PacketType=1, ProcessId=801, AreaId=0.0.0.0)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:09 GPN-0087_YOR-HOU-GAU-NOR_AR12-01 LINE/4/USERLOGOUT:OID 1.3.6.1.4.1.2011.5.25.207.2.4 A user logout. (UserIndex=130, UserName=soc_admin, UserIP=10.255.253.18, UserChannel=VTY1) ""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:09 GPN-0087_YOR-HOU-GAU-NOR_AR12-01 %%01SHELL/5/CMDRECORD(l)[17508]:Record command information. (Task=vt1, Ip=10.255.253.18, User=soc_admin, Command=\""log off (ssh user)\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<190>Oct 21 2024 10:59:10 GPN-0038_GER-MOR-PAT_AR12-01 %%01SECE/6/ARPMISS(l)[4951]:Attack occurred.(AttackType=Arp Miss Attack, SourceInterface=GigabitEthernet0/0/1, SourceIP=10.90.23.247, AttackPackets=6 packets per second)""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:09 GPN-0087_YOR-HOU-GAU-NOR_AR12-01 %%01CM/5/USER_OFFLINERESULT(s)[17509]:[USER_INFO_OFFLINE]DEVICEMAC:24-9e-ab-a6-48-c9;DEVICENAME:GPN-0087_YOR-HOU-GAU-NOR_AR12-01;USER:soc_admin;MAC:ff-ff-ff-ff-ff-ff;TIME:1729508349;ZONE:UTC+0200;DAYLIGHT:false;ERRCODE:19;RESULT:User request to offline;""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:09 GPN-0087_YOR-HOU-GAU-NOR_AR12-01 %%01CM/5/CM_USEROFFLINE(s)[17510]:The user succeeded in going offline. (UserType=SSH, UserName=soc_admin, UserMac=, IP=10.255.253.18, VPNName=, AccessTime=2024/10/21 12:58:52, OfflineTime=2024/10/21 12:59:09, Reason=User request to offline)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:09 GBN-0007_SED-CR_M14-02 %%01OSPF/4/ospfIfConfigError(t):CID=0x808205ae-OID=1.3.6.1.2.1.14.16.2.4;A packet is received on the non-virtual interface from a router whose configuration conflicts with the local configuration. (RouterId=10.200.7.1, IfIpAddress=10.200.7.1, AddressLessIf=0, PacketSrc=10.48.128.194, ConfigErrorType=7, PacketType=1, ProcessId=201, AreaId=0.0.0.0)""}"
"{""schema"":null,""payload"":""<185>Oct 20 2024 20:50:56 GPN-0008_SBA-DS_S97-01 IFNET/1/CRCERRORRESUME:OID 1.3.6.1.4.1.2011.5.25.41.4.2 The CRC error resume. (hwIfMonitorIndex=47, hwIfMonitorCrcErrorStatistics=0 0, hwIfMonitorCrcErrorThreshold=3, hwIfMonitorCrcErrorInterval=10, InterfaceName=GigabitEthernet2/1/1)""}"
"{""schema"":null,""payload"":""<185>Oct 21 2024 10:59:10 GPN-1225_SOS-SOU-SEC-SCH_AR12-01 IFNET/1/IF_LINKUP:OID 1.3.6.1.6.3.1.1.5.4 Interface 6 turned into UP state.(AdminStatus=1,OperStatus=1,InterfaceName=GigabitEthernet0/0/1) ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:10 GPN-0446_GST-02F-GIF_AR12-01 %%01LLDP/4/BAD_PACKET(l)[1355]:2 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/1.""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:10 GPN-1225_SOS-SOU-SEC-SCH_AR12-01 %%01IFPDT/4/IF_STATE(l)[944]:Interface GigabitEthernet0/0/1 has turned into UP state.""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:10 GPN-1225_SOS-SOU-SEC-SCH_AR12-01 %%01IFNET/4/LINK_STATE(l)[945]:The line protocol IP on the interface GigabitEthernet0/0/1 has entered the UP state. ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:11 GBN-0104_TAM-MEM-HOS_AR12-01 ARP/4/ARP_IPCONFLICT_TRAP:OID 1.3.6.1.4.1.2011.5.25.123.2.6 ARP detects IP conflict. (IP address=10.65.3.52, Local interface=GigabitEthernet0/0/1, Local MAC=d85e-d35f-e0e4, Local vlan=0, Local CE vlan=0, Receive interface=GigabitEthernet0/0/1, Receive MAC=84a9-3e65-179a, Receive vlan=0, Receive CE vlan=0, IP conflict type=Remote IP conflict). ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:11 GPN-0150_BED-G-FLE_AR12-01 %%01DEFD/4/CPCAR_DROP_MPU(l)[25459]:Some packets are dropped by cpcar on the MPU. (Packet-type=unknown-packet, Drop-Count=18721)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:11 GPN-0150_BED-G-FLE_AR12-01 %%01DEFD/4/CPCAR_DROP_MPU(l)[25460]:Some packets are dropped by cpcar on the MPU. (Packet-type=unknown-multicast, Drop-Count=6617)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:11 GBN-0007_SED-CR_M14-02 %%01OSPF/4/ospfIfConfigError(t):CID=0x808205ae-OID=1.3.6.1.2.1.14.16.2.4;A packet is received on the non-virtual interface from a router whose configuration conflicts with the local configuration. (RouterId=10.0.0.50, IfIpAddress=10.0.0.50, AddressLessIf=0, PacketSrc=10.0.0.1, ConfigErrorType=7, PacketType=1, ProcessId=805, AreaId=0.0.0.0)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:11 GPN-0036_GER-REG-HEA_AR12-01 ARP/4/ARP_IPCONFLICT_TRAP:OID 1.3.6.1.4.1.2011.5.25.123.2.6 ARP detects IP conflict. (IP address=10.20.14.195, Local interface=GigabitEthernet0/0/1, Local MAC=a029-1932-4f99, Local vlan=0, Local CE vlan=0, Receive interface=GigabitEthernet0/0/1, Receive MAC=a029-1932-61a5, Receive vlan=0, Receive CE vlan=0, IP conflict type=Remote IP conflict). ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:12 GBN-0006_OOB-MGMT_AR12-01 IFPDT/4/UIM_CELLID_CHANGED:OID 1.3.6.1.4.1.2011.5.25.241.5.2.1 Interface Cellular2/0/0`s CellId is changed, Old CellId is 64496927, New CellId is 64496928""}"
"{""schema"":null,""payload"":""<190>Oct 21 2024 10:59:12 GPN-0150_BED-G-FLE_AR12-01 %%01SECE/6/ARPMISS(l)[25461]:Attack occurred.(AttackType=Arp Miss Attack, SourceInterface=GigabitEthernet0/0/1, SourceIP=10.1.123.5, AttackPackets=6 packets per second)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:13 GPN-0002_GST-DS_S97-01 %%01INFO/4/SUPPRESS_LOG(l)[4459]:Last message repeated 4 times.(InfoID=1097732096, ModuleName=ARP, InfoAlias=ARP_DUPLICATE_IPADDR)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:13 GPN-0479_WES-RAN_AR22-01 %%01LLDP/4/BAD_PACKET(l)[1789]:3 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/2.""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:13 GPN-0159_LEN-CLI_AR12-01 LINE/4/USERLOGINFAIL:OID 1.3.6.1.4.1.2011.5.25.207.2.3 A user login fail. (UserIndex=0, UserName=Console, UserIP=Console0, UserChannel=CON0) ""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:13 GPN-0159_LEN-CLI_AR12-01 %%01SHELL/5/CMDRECORD(l)[186140]:Record command information. (Task=Co0, Ip=**, User=**, Command=\""log on fail\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:13 GPN-0162_MID-EMS_AR22-01 ARP/4/ARP_IPCONFLICT_TRAP:OID 1.3.6.1.4.1.2011.5.25.123.2.6 ARP detects IP conflict. (IP address=10.20.211.241, Local interface=GigabitEthernet0/0/1, Local MAC=2c44-fd8a-4d25, Local vlan=0, Local CE vlan=0, Receive interface=GigabitEthernet0/0/1, Receive MAC=2c44-fd8a-4d24, Receive vlan=0, Receive CE vlan=0, IP conflict type=Remote IP conflict). ""}"
"{""schema"":null,""payload"":""<187>Oct 21 2024 10:59:14 GBN-0007_SED-CR_M14-02 %%01OSPF/3/RCV_ERR_PACKET(l):CID=0x808305aa;OSPFv2 received error packet and dropped it.(ProcessId=6, PktType=4, ErrPktCnt=227, LocalComp=0x808305aa, PeerComp=0x808205ae, IfName=GigabitEthernet0/5/0.6, AreaId=0.0.0.0, ErrPktReason=The packet type does not match the neighbor status)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:14 GBN-0007_SED-CR_M14-02 %%01OSPF/4/ospfIfConfigError(t):CID=0x808205ae-OID=1.3.6.1.2.1.14.16.2.4;A packet is received on the non-virtual interface from a router whose configuration conflicts with the local configuration. (RouterId=10.101.3.238, IfIpAddress=10.101.3.238, AddressLessIf=0, PacketSrc=10.101.3.230, ConfigErrorType=7, PacketType=1, ProcessId=400, AreaId=0.0.0.0)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:14 GPN-0158_HEI-CLI_AR12-01 %%01LLDP/4/BAD_PACKET(l)[18612]:2 invalid packets were received after latest notification. The last invalid packet came from interface GigabitEthernet0/0/1.""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:15 GPN-0554_FOR-INC-CEN_AR12-01 %%01INFO/4/SUPPRESS_LOG(l)[8540]:Last message repeated 37 times.(InfoID=3227586564, ModuleName=FTPS, InfoAlias=REQUEST) ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:15 GBN-0007_SED-CR_M14-02 %%01OSPF/4/ospfIfConfigError(t):CID=0x808205ae-OID=1.3.6.1.2.1.14.16.2.4;A packet is received on the non-virtual interface from a router whose configuration conflicts with the local configuration. (RouterId=10.0.0.50, IfIpAddress=10.0.0.50, AddressLessIf=0, PacketSrc=10.0.0.10, ConfigErrorType=7, PacketType=1, ProcessId=801, AreaId=0.0.0.0)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:16 GPN-0485_CHB-DID_AR12-01 LINE/4/USERLOGOUT:OID 1.3.6.1.4.1.2011.5.25.207.2.4 A user logout. (UserIndex=130, UserName=soc_admin, UserIP=10.255.253.18, UserChannel=VTY1) ""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:16 GPN-0485_CHB-DID_AR12-01 %%01SHELL/5/CMDRECORD(l)[1279]:Record command information. (Task=vt1, Ip=10.255.253.18, User=soc_admin, Command=\""log off (ssh user)\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:16 GPN-0485_CHB-DID_AR12-01 %%01CM/5/USER_OFFLINERESULT(s)[1280]:[USER_INFO_OFFLINE]DEVICEMAC:24-9e-ab-a6-49-95;DEVICENAME:GPN-0485_CHB-DID_AR12-01;USER:soc_admin;MAC:ff-ff-ff-ff-ff-ff;TIME:1729508356;ZONE:UTC+0200;DAYLIGHT:false;ERRCODE:19;RESULT:User request to offline;""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:16 GPN-0485_CHB-DID_AR12-01 %%01CM/5/CM_USEROFFLINE(s)[1281]:The user succeeded in going offline. (UserType=SSH, UserName=soc_admin, UserMac=, IP=10.255.253.18, VPNName=, AccessTime=2024/10/21 12:59:05, OfflineTime=2024/10/21 12:59:16, Reason=User request to offline)""}"
"{""schema"":null,""payload"":""<185>Oct 20 2024 20:51:04 GPN-0008_SBA-DS_S97-01 IFNET/1/CRCERRORRISING:OID 1.3.6.1.4.1.2011.5.25.41.4.1 The CRC error is rising. (hwIfMonitorIndex=47, hwIfMonitorCrcErrorStatistics=0 5, hwIfMonitorCrcErrorThreshold=3, hwIfMonitorCrcErrorInterval=10, InterfaceName=GigabitEthernet2/1/1)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:18 GBN-0006_OOB-MGMT_AR12-01 IFPDT/4/UIM_CELLID_CHANGED:OID 1.3.6.1.4.1.2011.5.25.241.5.2.1 Interface Cellular2/0/0`s CellId is changed, Old CellId is 64496928, New CellId is 64496927""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:19 GPN-0014_DID-COR-HOU_AR22-01 %%01CM/5/USER_ACCESSRESULT(s)[31505]:[USER_INFO_AUTHENTICATION]DEVICEMAC:e4-68-a3-ac-f3-6f;DEVICENAME:GPN-0014_DID-COR-HOU_AR22-01;USER:soc_admin;MAC:ff-ff-ff-ff-ff-ff;TIME:1729508359;ZONE:UTC+0200;DAYLIGHT:false;ERRCODE:0;RESULT:success;""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:19 GBN-0007_SED-CR_M14-02 %%01OSPF/4/ospfIfConfigError(t):CID=0x808205ae-OID=1.3.6.1.2.1.14.16.2.4;A packet is received on the non-virtual interface from a router whose configuration conflicts with the local configuration. (RouterId=10.200.7.1, IfIpAddress=10.200.7.1, AddressLessIf=0, PacketSrc=10.48.128.194, ConfigErrorType=7, PacketType=1, ProcessId=201, AreaId=0.0.0.0)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:19 GPN-0014_DID-COR-HOU_AR22-01 LINE/4/USERLOGIN:OID 1.3.6.1.4.1.2011.5.25.207.2.2 A user login. (UserIndex=129, UserName=soc_admin, UserIP=10.255.253.18, UserChannel=VTY0) ""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:19 GPN-0014_DID-COR-HOU_AR22-01 %%01SHELL/5/CMDRECORD(l)[31506]:Record command information. (Task=vt0, Ip=10.255.253.18, User=soc_admin, Command=\""log on (ssh user)\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:21 GPN-0577_WES-DEE-LEV-LIB_AR12-01 %%01NTP/4/PEER_SELE(l)[13]:The peer selected by the system is 172.31.25.1.""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:21 GPN-0577_WES-DEE-LEV-LIB_AR12-01 %%01NTP/4/LEAP_CHANGE(l)[14]:System leap changes from 3 to 0 after clock update.""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:21 GPN-0577_WES-DEE-LEV-LIB_AR12-01 %%01NTP/4/STRATUM_CHANGE(l)[15]:System stratum changes from 16 to 2 after clock update.""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:21 GPN-0577_WES-DEE-LEV-LIB_AR12-01 %%01NTP/4/PEER_SELE(l)[16]:The peer selected by the system is 172.31.25.1.""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:21 GPN-0200_BEN-ROA-TRA_AR12-01 LINE/4/USERLOGINFAIL:OID 1.3.6.1.4.1.2011.5.25.207.2.3 A user login fail. (UserIndex=0, UserName=Console, UserIP=Console0, UserChannel=CON0) ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:21 GBN-0007_SED-CR_M14-02 %%01OSPF/4/ospfIfConfigError(t):CID=0x808205ae-OID=1.3.6.1.2.1.14.16.2.4;A packet is received on the non-virtual interface from a router whose configuration conflicts with the local configuration. (RouterId=172.17.64.2, IfIpAddress=172.17.64.2, AddressLessIf=0, PacketSrc=172.16.0.1, ConfigErrorType=7, PacketType=1, ProcessId=2, AreaId=0.0.0.0)""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:21 GPN-0200_BEN-ROA-TRA_AR12-01 %%01SHELL/5/CMDRECORD(l)[6211]:Record command information. (Task=Co0, Ip=**, User=**, Command=\""log on fail\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:21 GPN-0014_DID-COR-HOU_AR22-01 %%01SHELL/5/CMDRECORD(l)[31507]:Record command information. (Task=vt0, Ip=10.255.253.18, User=soc_admin, Command=\""display arp all\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:22 GPN-0231_BOI-EDU_AR12-01 LINE/4/USERLOGINFAIL:OID 1.3.6.1.4.1.2011.5.25.207.2.3 A user login fail. (UserIndex=0, UserName=Console, UserIP=Console0, UserChannel=CON0) ""}"
"{""schema"":null,""payload"":""<189>Oct 21 2024 10:59:22 GPN-0231_BOI-EDU_AR12-01 %%01SHELL/5/CMDRECORD(l)[229350]:Record command information. (Task=Co0, Ip=**, User=**, Command=\""log on fail\"", Result=Success) ""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:22 GBN-0007_SED-CR_M14-02 %%01OSPF/4/ospfIfConfigError(t):CID=0x808205ae-OID=1.3.6.1.2.1.14.16.2.4;A packet is received on the non-virtual interface from a router whose configuration conflicts with the local configuration. (RouterId=172.17.66.2, IfIpAddress=172.17.66.2, AddressLessIf=0, PacketSrc=172.16.2.1, ConfigErrorType=7, PacketType=1, ProcessId=3, AreaId=0.0.0.0)""}"
"{""schema"":null,""payload"":""<188>Oct 21 2024 10:59:24 GPN-0013_COM-SAF-HO_AR22-01 ARP/4/ARP_IPCONFLICT_TRAP:OID 1.3.6.1.4.1.2011.5.25.123.2.6 ARP detects IP conflict. (IP address=10.1.104.200, Local interface=GigabitEthernet0/0/1, Local MAC=fc5b-39de-01e8, Local vlan=0, Local CE vlan=0, Receive interface=GigabitEthernet0/0/1, Receive MAC=487a-552b-9436, Receive vlan=0, Receive CE vlan=0, IP conflict type=Remote IP conflict). ""}"
